family,specialist_regime_id,regime_key,experimental_condition_key,condition_summary,shape_regime,tail_regime,contamination_direction,contamination_structure,rate_regime,scale_regime,scale_group_regime,severity_regime,status,skip_reason,n_scenarios,n_exact_scenarios,n_neighbor_scenarios,n_neighbor_regimes,neighborhood_used,n_train_scenarios,n_heldout_scenarios,winner_type,final_selected_type,final_selected_estimator,gate_pass,ga_candidate_k,ga_candidate_source,ga_candidate_protected_elite,protected_elite_origin,protected_elite_one_stage_only,n_protected_elites_competing,ga_heldout_q95_mse,ga_heldout_mean_mse,final_selected_q95_mse,final_selected_mean_mse,best_benchmark_q95_estimator,best_benchmark_mean_estimator,ga_rel_improvement_q95,ga_rel_improvement_mean,profile_audit_run,profile_match_level,profile_audit_n_available,profile_audit_n_scenarios,profile_audit_excluded_source_scenarios,profile_audit_gate_pass,profile_audit_final_selected_type,profile_audit_final_selected_estimator,profile_audit_rel_improvement_q95,profile_audit_rel_improvement_mean,profile_audit_interpretation,profile_to_heldout_q95_ratio,profile_to_heldout_mean_ratio,winner_weight_vector,w_mean,w_median,w_trimmed20,w_harmonic,w_geometric,w_mode_hsm,w_mode_parzen,w_trimean,w_huber,w_biweight,interfamily_profile_audit_run,interfamily_profile_n_targets,interfamily_profile_n_passes,interfamily_profile_best_rel_improvement_q95,interfamily_profile_best_rel_improvement_mean,interfamily_profile_interpretations,interfamily_profile_target_families,thesis_result_label,run_seed,seed_run_id
normal,REG01,normal | symmetric | light_tail | bimodal | bimodal_mixture | high | extreme_scale,normal | symmetric | light_tail | contaminated | bimodal | bimodal_mixture | high | extreme_scale | extreme_severity,shape=symmetric | tail=light_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=extreme_severity | rates={0.15;0.2} | scales={30} | types={mixture_bimodal_far;mixture_bimodal_near},symmetric,light_tail,bimodal,bimodal_mixture,high,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,4,20,2,TRUE,17,7,benchmark,benchmark,biweight,FALSE,2,current_specialist_finalist,FALSE,NA,FALSE,1,0.04016273519615048,0.011218082548763495,0.040068507961516855,0.010918749189299398,biweight,biweight,-0.0023516531916230737,-0.027414619957571357,TRUE,family_direction_structure_adjacent_rate_scale,46,24,24,FALSE,benchmark,biweight,-0.007277867381550303,-0.00994973745442399,benchmark_dominant_local_and_profile,1.954503112342419,1.8142065060874664,0.00439665;0.00429439;0.01500818;0;0;0.00157072;0.0002931;0.00226694;0.12972607;0.84244397,0.004396645397436469,0.004294386237194609,0.015008175265454143,1e-12,1e-12,0.0015707205811991824,2.9309700356770145e-4,0.002266939887454348,0.12972606884256274,0.8424439667831308,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,101,GA_REGIME_FIRST_20260525_190322
invgauss,REG03,invgauss | right_skewed_duration | heavy_right_tail | upper_tail | clustered | low | extreme_scale,invgauss | right_skewed_duration | heavy_right_tail | contaminated | upper_tail | clustered | low | extreme_scale | extreme_severity,shape=right_skewed_duration | tail=heavy_right_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=extreme_severity | rates={0.02} | scales={30} | types={clustered_upper},right_skewed_duration,heavy_right_tail,upper_tail,clustered,low,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,16,2,14,2,TRUE,12,4,ga_composite,ga_composite,robust,TRUE,5,current_specialist_finalist,FALSE,NA,FALSE,1,0.0457470242644233,0.019268420032840954,0.0457470242644233,0.019268420032840954,huber,huber,0.5831826300354002,0.7453721379073787,TRUE,family_direction_adjacent_rate_scale,40,24,16,TRUE,ga_composite,robust,0.26763282835961955,0.19208939146810053,profile_matched_generalization_bonus,1.7079259813024725,2.2514729713372916,0.48167913;0.18070101;0.06918785;0.01979684;0.05026955;0.04205037;0.00620598;0.03471269;0.07735813;0.03803845,0.48167913320925815,0.18070100929349714,0.06918784617468898,0.019796837463844287,0.0502695531774139,0.042050371958600584,0.006205977060396834,0.0347126895010108,0.07735813326866917,0.03803844889262019,TRUE,3,2,0.18943093355183413,0.5993373062877491,interfamily_profile_generalization_bonus;source_regime_specific_cross_family_no_free_lunch,lognormal;weibull;exgaussian,ga_wins_local_profile_and_cross_family,101,GA_REGIME_FIRST_20260525_190322
exgaussian,REG01,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | bimodal | bimodal_mixture | high | mid_high_scale,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | bimodal | bimodal_mixture | high | moderate_scale | high_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=high_severity | rates={0.15;0.2} | scales={4.5;6;9;12;15;20} | types={mixture_bimodal_far;mixture_bimodal_near},gaussian_core_right_skewed_tail,exponential_right_tail,bimodal,bimodal_mixture,high,moderate_scale,mid_high_scale,high_severity,evaluated,NA,24,24,0,0,FALSE,17,7,benchmark,benchmark,biweight,FALSE,2,current_specialist_finalist,FALSE,NA,FALSE,0,0.026621017991333127,0.007947795662137642,0.026060895657703916,0.0074410626830824535,biweight,biweight,-0.02149282745169731,-0.06809954445608506,TRUE,family_direction_structure_adjacent_rate_scale,66,24,24,FALSE,benchmark,biweight,-0.05774944370723533,-0.03857417746614817,benchmark_dominant_local_and_profile,1.2882761628518236,1.0098830921884787,0.01370576;0.11524411;0.0374895;0;0;0.00884868;0.00082448;0.06986567;0.04548239;0.70853939,0.013705760665221651,0.1152441142091503,0.0374895045974541,1e-12,1e-12,0.008848683919520343,8.244819359332824e-4,0.06986567189355321,0.0454823895830631,0.7085393931941041,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,101,GA_REGIME_FIRST_20260525_190322
exgaussian,REG02,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | upper_tail | tail_outlier | low | mid_high_scale,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | upper_tail | tail_outlier | low | moderate_scale | moderate_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=moderate_severity | rates={0.02} | scales={9;20} | types={upper_tail},gaussian_core_right_skewed_tail,exponential_right_tail,upper_tail,tail_outlier,low,moderate_scale,mid_high_scale,moderate_severity,evaluated,NA,12,12,0,0,FALSE,9,3,benchmark,benchmark,trimean,FALSE,6,protected_previous_stage_elite,TRUE,previous_stage_elite,TRUE,1,0.011226645225785483,0.0027025466429537667,0.01117832316380738,0.0026810027516544596,trimean,biweight,-0.004322836374084719,-0.0080357587391421,TRUE,family_direction_structure_adjacent_rate_scale,24,24,12,FALSE,benchmark,biweight,-0.18845078993720643,-0.3236372259369057,benchmark_dominant_local_and_profile,2.2641723694143083,3.383243306836252,0.01320925;0.10115732;0.0342275;0;0;0.00755017;0.00072764;0.06579247;0.04627403;0.73106161,0.013209248843209974,0.10115732195683029,0.03422750361483928,1e-12,1e-12,0.007550169651802065,7.276445977591084e-4,0.06579247081529119,0.04627403097414193,0.7310616095441262,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,101,GA_REGIME_FIRST_20260525_190322
exgaussian,REG03,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | symmetric | clustered | extreme | mid_high_scale,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | symmetric | clustered | extreme | moderate_scale | extreme_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=symmetric | structure=clustered | severity=extreme_severity | rates={0.3} | scales={4.5;6;9;20} | types={clustered_symmetric},gaussian_core_right_skewed_tail,exponential_right_tail,symmetric,clustered,extreme,moderate_scale,mid_high_scale,extreme_severity,evaluated,NA,24,6,18,3,TRUE,17,7,benchmark,benchmark,biweight,FALSE,5,current_specialist_finalist,FALSE,NA,FALSE,1,0.023147114875079252,0.006553146258847986,0.021424901063577487,0.005423280363546915,biweight,biweight,-0.08038374629179314,-0.20833625026786992,TRUE,family_direction_adjacent_rate_scale,30,24,24,FALSE,benchmark,biweight,-0.14706506080509635,-0.10512735235102753,benchmark_dominant_local_and_profile,1.218979836792919,0.9962809175362365,0.01138707;0.07924876;0.0659245;0;0;0.00668095;0.00029793;0.14166618;0.28119384;0.41360078,0.01138706543232123,0.07924875848367434,0.06592449664679133,1e-12,1e-12,0.006680950592374257,2.979271513790072e-4,0.14166618443998563,0.28119383611707227,0.4136007811344019,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,101,GA_REGIME_FIRST_20260525_190322
exwald,REG01,exwald | first_passage_right_skewed | heavy_first_passage_tail | bimodal | bimodal_mixture | extreme | extreme_scale,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | bimodal | bimodal_mixture | extreme | extreme_scale | extreme_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=extreme_severity | rates={0.3} | scales={30} | types={mixture_bimodal_far;mixture_bimodal_near},first_passage_right_skewed,heavy_first_passage_tail,bimodal,bimodal_mixture,extreme,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,18,2,16,2,TRUE,13,5,ga_composite,ga_composite,robust,TRUE,3,current_specialist_finalist,FALSE,NA,FALSE,0,0.29413376907222016,0.11883468515475466,0.29413376907222016,0.11883468515475466,geometric,geometric,0.2197039347158539,0.24995260059281585,TRUE,family_direction_structure_adjacent_rate_scale,24,24,18,FALSE,benchmark,huber,-0.5358786892566986,-1.794703807632545,regime_specific_profile_no_free_lunch,2.446690525015674,4.179893491035159,0.03231681;0.03067748;0.12147522;0.00691363;0.53341327;0.00806024;0.00535266;0.01724438;0.07229663;0.17224969,0.03231680599037053,0.030677481841023677,0.12147521729865944,0.0069136264528269304,0.5334132700653783,0.00806023948208352,0.0053526600659054915,0.017244380604297282,0.07229662648276139,0.17224969171669346,TRUE,3,0,-0.07079443851733777,-1.1470987797027608,source_regime_specific_cross_family_no_free_lunch,lognormal;weibull;invgauss,ga_wins_local_only_no_free_lunch,101,GA_REGIME_FIRST_20260525_190322
exwald,REG02,exwald | first_passage_right_skewed | heavy_first_passage_tail | upper_tail | tail_outlier | high | extreme_scale,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | upper_tail | tail_outlier | high | extreme_scale | extreme_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=extreme_severity | rates={0.15;0.2} | scales={30} | types={upper_tail},first_passage_right_skewed,heavy_first_passage_tail,upper_tail,tail_outlier,high,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,2,22,3,TRUE,17,7,ga_composite,ga_composite,robust,TRUE,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.3807789252613001,0.20091420270545357,0.3807789252613001,0.20091420270545357,huber,huber,0.08933197991465534,0.06200839060561483,TRUE,family_direction_adjacent_rate_scale,46,24,24,FALSE,benchmark,biweight,-0.13781078915613795,-0.2445218952315459,regime_specific_profile_no_free_lunch,1.8912700501956592,2.0189034929160252,0.05675196;0.14814918;0.0086965;0.00436748;0.00809381;0.00225489;0.00056901;0.00419814;0.09468152;0.67223751,0.05675196376506366,0.14814917725826338,0.008696504562785118,0.0043674834839690395,0.008093811855377164,0.002254886205571171,5.690097754125236e-4,0.004198135701239172,0.09468152009556666,0.6722375072967521,TRUE,3,1,0.10377147005003363,0.18456371326878018,interfamily_profile_generalization_bonus;source_regime_specific_cross_family_no_free_lunch,lognormal;weibull;invgauss,ga_wins_local_only_no_free_lunch,101,GA_REGIME_FIRST_20260525_190322
exwald,REG03,exwald | first_passage_right_skewed | heavy_first_passage_tail | symmetric | heavy_tailed_t | extreme | extreme_scale,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | symmetric | heavy_tailed_t | extreme | extreme_scale | extreme_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=symmetric | structure=heavy_tailed_t | severity=extreme_severity | rates={0.3} | scales={30} | types={symmetric_t},first_passage_right_skewed,heavy_first_passage_tail,symmetric,heavy_tailed_t,extreme,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,15,1,14,2,TRUE,11,4,benchmark,benchmark,huber,FALSE,2,current_specialist_finalist,FALSE,NA,FALSE,1,0.6826341360094621,0.3511034671819926,0.63247928912975,0.3117121988910376,huber,huber,-0.07929879719641497,-0.1263706342933287,TRUE,family_direction_adjacent_rate_scale,27,24,15,FALSE,benchmark,huber,-0.05252348803725222,-0.10841725202910593,benchmark_dominant_local_and_profile,0.9171892430098707,0.9402087309045443,0.00891123;0.01963095;0.00241998;0.00154694;0.02531656;0.00081641;0.00013798;0.00500464;0.81341636;0.12279894,0.008911233159886104,0.01963095231034847,0.0024199812778977056,0.001546941228835012,0.025316557937311673,8.164138598774734e-4,1.379839074115341e-4,0.00500464214266034,0.8134163568229322,0.12279893735283952,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,101,GA_REGIME_FIRST_20260525_190322
normal,REG01,normal | symmetric | light_tail | symmetric | clustered | high | mid_high_scale,normal | symmetric | light_tail | contaminated | symmetric | clustered | high | moderate_scale | high_severity,shape=symmetric | tail=light_tail | contamination=contaminated | direction=symmetric | structure=clustered | severity=high_severity | rates={0.15;0.2} | scales={4.5;6;9;12;15;20} | types={clustered_symmetric},symmetric,light_tail,symmetric,clustered,high,moderate_scale,mid_high_scale,high_severity,evaluated,NA,12,12,0,0,FALSE,9,3,benchmark,benchmark,biweight,FALSE,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.06453843874478836,0.01639046783768591,0.0650954257735095,0.016136460008873026,biweight,biweight,0.00855646955364495,-0.01574123622265787,TRUE,family_direction_structure_adjacent_rate_scale,33,24,12,FALSE,benchmark,biweight,-0.05097326052835342,-0.04733266055086776,benchmark_dominant_local_and_profile,1.05485855504633,0.9242651098912216,0.00493342;0.00623222;0.06144068;0;0;0.00068429;0.00010223;0.02122556;0.05425426;0.85112734,0.0049334211876367485,0.006232220000580931,0.061440675551091964,1e-12,1e-12,6.842942169431159e-4,1.0223240727435204e-4,0.02122555855147661,0.054254260882705393,0.851127337200291,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,202,GA_REGIME_FIRST_20260526_164654
normal,REG02,normal | symmetric | light_tail | bimodal | bimodal_mixture | high | extreme_scale,normal | symmetric | light_tail | contaminated | bimodal | bimodal_mixture | high | extreme_scale | extreme_severity,shape=symmetric | tail=light_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=extreme_severity | rates={0.15;0.2} | scales={30} | types={mixture_bimodal_far;mixture_bimodal_near},symmetric,light_tail,bimodal,bimodal_mixture,high,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,4,20,3,TRUE,17,7,benchmark,benchmark,biweight,FALSE,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.08233049932430377,0.020501358739666527,0.08221188321689002,0.020167246234643783,biweight,biweight,-0.0014428097590146749,-0.016567086111748355,TRUE,family_direction_structure_adjacent_rate_scale,46,24,24,FALSE,benchmark,biweight,-0.06807310497859184,-0.04585928510158532,benchmark_dominant_local_and_profile,0.7109072393421111,0.6215559714546138,0.00488004;0.00923338;0.07370511;0;0;0.00084526;0.000204;0.02240066;0.0398251;0.84890646,0.004880037888422529,0.009233379817181406,0.07370510726827972,1e-12,1e-12,8.452617806761101e-4,2.0399690217039128e-4,0.022400655741951575,0.039825099868398196,0.8489064607309201,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,202,GA_REGIME_FIRST_20260526_164654
normal,REG03,normal | symmetric | light_tail | upper_tail | tail_outlier | low | low_scale,normal | symmetric | light_tail | contaminated | upper_tail | tail_outlier | low | low_scale | low_severity,shape=symmetric | tail=light_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=low_severity | rates={0.02} | scales={3} | types={upper_tail},symmetric,light_tail,upper_tail,tail_outlier,low,low_scale,low_scale,low_severity,evaluated,NA,20,4,16,2,TRUE,14,6,benchmark,benchmark,huber,FALSE,6,protected_previous_stage_elite,TRUE,previous_stage_elite,TRUE,1,0.0825704691488387,0.030919882011755617,0.08023543709513327,0.03010320479826696,huber,biweight,-0.029102253794763215,-0.027129244840686944,TRUE,family_direction_adjacent_rate_scale,44,24,20,FALSE,benchmark,biweight,-0.10993872398621214,-0.1390241429613692,benchmark_dominant_local_and_profile,1.4847743567734402,1.3949407683763324,0.00489718;0.00619391;0.06146835;0;0;0.00063974;8.851e-05;0.02109115;0.0542444;0.85137676,0.004897178619239864,0.006193907392657258,0.061468345521129,1e-12,1e-12,6.397436094167023e-4,8.851233581450585e-5,0.021091147850582435,0.054244402971598535,0.8513767616975617,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,202,GA_REGIME_FIRST_20260526_164654
lognormal,REG01,lognormal | right_skewed | heavy_right_tail | point_mass | point_mass | moderate | extreme_scale,lognormal | right_skewed | heavy_right_tail | contaminated | point_mass | point_mass | moderate | extreme_scale | extreme_severity,shape=right_skewed | tail=heavy_right_tail | contamination=contaminated | direction=point_mass | structure=point_mass | severity=extreme_severity | rates={0.05} | scales={30} | types={point_mass},right_skewed,heavy_right_tail,point_mass,point_mass,moderate,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,2,22,3,TRUE,17,7,ga_composite,ga_composite,robust,TRUE,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.1405523647504901,0.08047088729081635,0.1405523647504901,0.08047088729081635,huber,huber,0.022960875954779015,0.025726565161470993,TRUE,family_adjacent_rate_scale,312,32,24,FALSE,benchmark,huber,-0.16729175049085165,-0.15922602572849873,regime_specific_profile_no_free_lunch,2.6255511331641355,3.1325426090201685,0.17117643;0.06794605;0.08119185;0.00780225;0.17771856;0.02246169;0.00137971;0.05527502;0.1820939;0.23295455,0.17117642674773656,0.06794604593322393,0.08119184534746952,0.00780224782039286,0.17771856456319088,0.022461691879420143,0.0013797074820691016,0.05527501835506499,0.18209390039050036,0.23295455148093172,TRUE,3,2,0.1594294504972817,0.13000782641704908,interfamily_profile_generalization_bonus;source_regime_specific_cross_family_no_free_lunch,weibull;invgauss;exgaussian,ga_wins_local_only_no_free_lunch,202,GA_REGIME_FIRST_20260526_164654
lognormal,REG02,lognormal | right_skewed | heavy_right_tail | point_mass | point_mass | low | extreme_scale,lognormal | right_skewed | heavy_right_tail | contaminated | point_mass | point_mass | low | extreme_scale | extreme_severity,shape=right_skewed | tail=heavy_right_tail | contamination=contaminated | direction=point_mass | structure=point_mass | severity=extreme_severity | rates={0.01;0.02} | scales={30} | types={point_mass},right_skewed,heavy_right_tail,point_mass,point_mass,low,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,16,2,14,2,TRUE,12,4,ga_composite,ga_composite,robust,TRUE,3,current_specialist_finalist,FALSE,NA,FALSE,1,0.1576724130545628,0.08478894615862266,0.1576724130545628,0.08478894615862266,huber,huber,0.0548220604988761,0.19695501037523178,TRUE,family_adjacent_rate_scale,264,27,16,FALSE,benchmark,mean,-1.4138788419603652,-3.734046194893395,regime_specific_profile_no_free_lunch,2.3338238395188022,2.231985935941119,0.26883988;0.04329274;0.06877385;0.01059127;0.22844086;0.02042269;0.00448277;0.14908109;0.09273296;0.11334188,0.2688398834604422,0.04329274190316336,0.06877384956122085,0.010591273630923846,0.22844086108771167,0.020422686217489282,0.004482771001036491,0.14908109057779495,0.09273295831940322,0.11334188424081414,TRUE,3,0,-0.10260145535259091,0.22840276000792203,source_regime_specific_cross_family_no_free_lunch,weibull;invgauss;exgaussian,ga_wins_local_only_no_free_lunch,202,GA_REGIME_FIRST_20260526_164654
lognormal,REG03,lognormal | right_skewed | heavy_right_tail | upper_tail | tail_outlier | extreme | low_scale,lognormal | right_skewed | heavy_right_tail | contaminated | upper_tail | tail_outlier | extreme | low_scale | extreme_severity,shape=right_skewed | tail=heavy_right_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=extreme_severity | rates={0.3} | scales={1.5;3} | types={upper_tail},right_skewed,heavy_right_tail,upper_tail,tail_outlier,extreme,low_scale,low_scale,extreme_severity,evaluated,NA,18,2,16,2,TRUE,13,5,benchmark,benchmark,huber,FALSE,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.11960214341755922,0.0663349956309747,0.10136332637171921,0.05851101185474066,huber,huber,-0.17993506821959201,-0.13371814173243365,TRUE,family_direction_adjacent_rate_scale,30,24,18,FALSE,benchmark,median,-1.498711477368011,-1.549738332519515,benchmark_dominant_local_and_profile,2.41118365209554,2.6574229807857144,0.17117643;0.06794605;0.08119185;0.00780225;0.17771856;0.02246169;0.00137971;0.05527502;0.1820939;0.23295455,0.17117642674773656,0.06794604593322393,0.08119184534746952,0.00780224782039286,0.17771856456319088,0.022461691879420143,0.0013797074820691016,0.05527501835506499,0.18209390039050036,0.23295455148093172,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,202,GA_REGIME_FIRST_20260526_164654
weibull,REG01,weibull | right_skewed_flexible_shape | flexible_tail | upper_tail | clustered | moderate | extreme_scale,weibull | right_skewed_flexible_shape | flexible_tail | contaminated | upper_tail | clustered | moderate | extreme_scale | extreme_severity,shape=right_skewed_flexible_shape | tail=flexible_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=extreme_severity | rates={0.05;0.1} | scales={30} | types={clustered_upper},right_skewed_flexible_shape,flexible_tail,upper_tail,clustered,moderate,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,2,22,2,TRUE,17,7,ga_composite,ga_composite,robust,TRUE,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.13226256133945752,0.07273683501680234,0.13226256133945752,0.07273683501680234,huber,mean,0.12366664442814955,0.27762097861519763,TRUE,family_direction_adjacent_rate_scale,60,24,24,TRUE,ga_composite,robust,0.006367157568775675,0.3028435503106838,profile_matched_generalization_bonus,1.3217256311585304,1.214425340516294,0.28051472;0.07177094;0.16058132;0.00902259;0.02515173;0.01296648;0.00256784;0.03422842;0.18658695;0.21660902,0.2805147150414511,0.07177094124038715,0.16058132262742192,0.009022589650455909,0.025151730551881076,0.012966482589288775,0.0025678379741809,0.03422841616783235,0.186586947722223,0.21660901643487787,TRUE,3,1,0.1311424992106467,0.1962755300309502,source_regime_specific_cross_family_no_free_lunch;interfamily_profile_generalization_bonus,lognormal;invgauss;exgaussian,ga_wins_local_profile_and_cross_family,202,GA_REGIME_FIRST_20260526_164654
weibull,REG02,weibull | right_skewed_flexible_shape | flexible_tail | upper_tail | tail_outlier | moderate | extreme_scale,weibull | right_skewed_flexible_shape | flexible_tail | contaminated | upper_tail | tail_outlier | moderate | extreme_scale | extreme_severity,shape=right_skewed_flexible_shape | tail=flexible_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=extreme_severity | rates={0.05;0.1} | scales={30} | types={upper_tail},right_skewed_flexible_shape,flexible_tail,upper_tail,tail_outlier,moderate,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,2,22,2,TRUE,17,7,benchmark,benchmark,huber,FALSE,6,protected_previous_stage_elite,TRUE,previous_stage_elite,TRUE,1,0.1393574023577896,0.046485788944927865,0.11888001895108082,0.07631497352342527,huber,huber,-0.17225252474903271,0.3908693563124976,TRUE,family_direction_adjacent_rate_scale,60,24,24,FALSE,benchmark,huber,-0.16191557753601768,0.24955293136004905,benchmark_dominant_local_and_profile,1.3217660695676459,1.902386333149167,0.36691334;0.05076384;0.0828434;0.01309929;0.07528633;0.02154868;0.00527957;0.029148;0.09753982;0.25757772,0.36691333730730347,0.0507638418263595,0.08284339920040551,0.013099289856170926,0.07528633088567094,0.021548678699154198,0.005279572271274836,0.029148001868988208,0.09753982375223721,0.25757772433243525,FALSE,0,0,NA,NA,NA,NA,benchmark_dominant_local,202,GA_REGIME_FIRST_20260526_164654
weibull,REG03,weibull | right_skewed_flexible_shape | flexible_tail | upper_tail | clustered | moderate | mid_high_scale,weibull | right_skewed_flexible_shape | flexible_tail | contaminated | upper_tail | clustered | moderate | moderate_scale | moderate_severity,shape=right_skewed_flexible_shape | tail=flexible_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=moderate_severity | rates={0.05;0.1} | scales={4.5;6;9;12;15;20} | types={clustered_upper},right_skewed_flexible_shape,flexible_tail,upper_tail,clustered,moderate,moderate_scale,mid_high_scale,moderate_severity,evaluated,NA,12,12,0,0,FALSE,9,3,ga_composite,ga_composite,robust,TRUE,2,current_specialist_finalist,FALSE,NA,FALSE,0,0.09053881451908884,0.031436880211896424,0.09053881451908884,0.031436880211896424,huber,mean,0.531180274829768,0.7486457981504515,TRUE,family_direction_structure_adjacent_rate_scale,42,24,12,FALSE,benchmark,huber,-0.38901558649689794,-0.081426507924739,regime_specific_profile_no_free_lunch,2.8820765182596393,4.5151971480378235,0.63792525;0.10643115;0.06050391;0.00457664;0.01084595;0.00774824;0.0012596;0.01689037;0.07069918;0.08311971,0.6379252540055612,0.10643114632453932,0.06050390654371621,0.004576642324644835,0.01084595180649039,0.007748241286927923,0.0012595962651425268,0.01689036847974364,0.07069918192753516,0.08311971103569873,TRUE,3,1,0.41224754783989437,0.6021299874204795,source_regime_specific_cross_family_no_free_lunch;interfamily_profile_generalization_bonus,lognormal;invgauss;exgaussian,ga_wins_local_only_no_free_lunch,202,GA_REGIME_FIRST_20260526_164654
invgauss,REG01,invgauss | right_skewed_duration | heavy_right_tail | point_mass | point_mass | moderate | extreme_scale,invgauss | right_skewed_duration | heavy_right_tail | contaminated | point_mass | point_mass | moderate | extreme_scale | extreme_severity,shape=right_skewed_duration | tail=heavy_right_tail | contamination=contaminated | direction=point_mass | structure=point_mass | severity=extreme_severity | rates={0.05;0.1} | scales={30} | types={point_mass},right_skewed_duration,heavy_right_tail,point_mass,point_mass,moderate,extreme_scale,extreme_scale,extreme_severity,evaluated,NA,24,2,22,3,TRUE,17,7,ga_composite,ga_composite,robust,TRUE,4,current_specialist_finalist,FALSE,NA,FALSE,1,0.048066760373263615,0.021761658518494344,0.048066760373263615,0.021761658518494344,huber,huber,0.47865342768801855,0.6192144195083743,TRUE,family_adjacent_rate_scale,312,32,24,TRUE,ga_composite,robust,0.20649837412101898,0.3417580598658201,profile_matched_generalization_bonus,2.9060156702150763,3.7690339147947096,0.59527295;0.01867503;0.09838016;0.01466122;0.08179542;0.01111572;0.00184649;0.02611351;0.12468767;0.02745183,0.5952729530043942,0.018675027376231564,0.0983801595250377,0.014661222085370993,0.08179541698248186,0.011115721539737328,0.0018464897719712523,0.026113509697892223,0.12468766822652075,0.027451831790362185,TRUE,3,0,-1.2641261637317263,-0.9856645499211664,source_regime_specific_cross_family_no_free_lunch,lognormal;weibull;exgaussian,ga_wins_local_and_profile,202,GA_REGIME_FIRST_20260526_164654
